"uuid","page_condition","page_id","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","age","device","dyslexia","education","gender","language","retake","dyslexia_bin"
"591c5b25-b236-46fc-9796-d2e943430115",0,"3-2",7,4,6,3,5,7,3,3,3,3,3,3,3,3,3,3,40,"smartphone",0,"college",1,"English",0,0
"591c5b25-b236-46fc-9796-d2e943430115",1,"3-1",7,2,6,2,6,2,6,6,6,6,6,6,6,2,2,2,40,"smartphone",0,"college",1,"English",0,0
"5940aa1c-da60-4873-b97f-e4d89f2d1a85",0,"2-2",6,1,7,5,7,1,7,7,7,7,7,2,2,2,2,7,19,"laptop",0,"college",1,"English",0,0
"5940aa1c-da60-4873-b97f-e4d89f2d1a85",1,"2-1",7,1,4,2,7,1,7,NA,5,7,7,3,2,1,1,5,19,"laptop",0,"college",1,"English",0,0
"59efbb42-1a42-4d00-a52e-ca2ea0ee0a22",0,"1-2",4,3,5,5,6,2,6,4,5,6,6,2,2,2,2,6,35,"smartphone",0,"graduate school",1,"English",0,0
"59efbb42-1a42-4d00-a52e-ca2ea0ee0a22",1,"1-1",2,2,5,2,5,2,5,4,5,5,6,6,2,2,2,2,35,"smartphone",0,"graduate school",1,"English",0,0
"5a403d6b-705d-4c75-aaea-443b79099f45",0,"1-1",5,NA,4,1,7,2,6,6,6,6,6,6,3,2,3,4,40,"laptop",0,"graduate school",1,"English",0,0
"5a403d6b-705d-4c75-aaea-443b79099f45",1,"1-2",7,1,6,1,4,1,5,NA,4,4,NA,NA,3,2,3,3,40,"laptop",0,"graduate school",1,"English",0,0
"5a48e48b-30ca-48ad-a397-3ecf853bb5c9",1,"3-2",7,1,4,2,6,2,6,4,4,6,6,2,1,1,1,1,26,"laptop",1,"graduate school",1,"English",0,1
"5a48e48b-30ca-48ad-a397-3ecf853bb5c9",0,"3-1",2,7,1,5,4,7,2,1,1,1,1,1,1,1,1,1,26,"laptop",1,"graduate school",1,"English",0,1
"5b4774fe-d450-46f1-bbcc-c33bfa496261",1,"3-1",5,2,3,1,4,2,5,2,4,6,5,5,1,1,1,1,24,"laptop",0,"college",0,"English",0,0
"5b4774fe-d450-46f1-bbcc-c33bfa496261",0,"3-2",4,6,4,6,3,7,3,2,2,2,2,2,2,2,1,2,24,"laptop",0,"college",0,"English",0,0
"5b87a566-30eb-4ee6-abdd-aa5677afd103",0,"3-1",5,4,5,6,2,6,5,4,3,3,3,3,3,3,3,3,33,"tablet",0,"professional school",0,"Standard_Hindi",0,0
"5b87a566-30eb-4ee6-abdd-aa5677afd103",1,"3-2",6,4,6,5,5,4,6,5,6,5,5,5,4,2,3,2,33,"tablet",0,"professional school",0,"Standard_Hindi",0,0
"5ccdee25-cad2-481b-8033-c90162b98ec7",1,"1-2",5,2,2,2,4,1,5,4,5,5,5,3,3,1,2,3,28,"desktop",0,"college",0,"Other",0,0
"5ccdee25-cad2-481b-8033-c90162b98ec7",0,"1-1",5,2,3,4,4,3,5,5,5,4,4,4,4,1,3,3,28,"desktop",0,"college",0,"Other",0,0
"5d7b19c5-4d3a-4fc7-be3b-390f623433e0",0,"1-1",2,2,2,1,4,1,5,4,3,3,3,4,2,2,2,4,20,"laptop",0,"college",0,"English",0,0
"5d7b19c5-4d3a-4fc7-be3b-390f623433e0",1,"1-2",5,2,3,2,5,1,5,3,5,6,6,5,3,3,3,5,20,"laptop",0,"college",0,"English",0,0
"5d7f8090-1b2b-425d-acdf-31cf8ff2f527",0,"1-2",4,6,3,7,3,5,3,4,4,5,4,3,2,3,3,4,24,"smartphone",0,"college",0,"English",0,0
"5d7f8090-1b2b-425d-acdf-31cf8ff2f527",1,"1-1",5,6,5,5,2,2,4,3,5,5,6,4,4,3,1,3,24,"smartphone",0,"college",0,"English",0,0
"5d94e05b-6915-4406-9c52-0e12b11f5c0b",0,"1-2",5,1,4,5,5,2,7,4,3,3,3,4,3,3,4,3,30,"laptop",0,"college",1,"Indonesian",0,0
"5d94e05b-6915-4406-9c52-0e12b11f5c0b",1,"1-1",6,6,3,4,5,2,6,6,5,5,5,5,5,5,5,4,30,"laptop",0,"college",1,"Indonesian",0,0
"5defc8cd-7312-4744-9ac0-ff39228637ed",1,"1-2",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,53,"smartphone",0,"graduate school",1,"Czech",1,0
"5defc8cd-7312-4744-9ac0-ff39228637ed",0,"1-1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,53,"smartphone",0,"graduate school",1,"Czech",1,0
"5e3b5968-8333-4c18-987b-b413b916f904",0,"3-2",7,4,7,1,7,5,4,1,1,7,5,4,1,1,7,4,21,"desktop",1,"college",0,"English",0,1
"5e3b5968-8333-4c18-987b-b413b916f904",1,"3-1",1,7,4,5,2,1,7,5,1,7,7,4,1,1,7,4,21,"desktop",1,"college",0,"English",0,1
"5e751d6f-6ecb-4015-8206-702e3d6952f8",0,"3-1",4,4,4,7,4,6,4,3,3,2,2,2,2,2,2,2,21,"desktop",0,"college",1,"English",0,0
"5fc65dc4-1722-4f54-bd65-720c734f2d00",1,"3-2",6,1,7,1,6,1,7,6,6,6,6,6,4,2,4,3,28,"laptop",0,"graduate school",1,"Russian",0,0
"5fc65dc4-1722-4f54-bd65-720c734f2d00",0,"3-1",7,1,3,1,7,2,6,1,1,1,1,1,1,1,1,1,28,"laptop",0,"graduate school",1,"Russian",0,0
"606ec9ab-33fe-4f7e-9330-c0c5d30928c1",1,"3-2",7,3,6,2,5,7,4,4,3,4,5,3,3,2,2,3,37,"laptop",0,"professional school",1,"Standard_Hindi",0,0
"606ec9ab-33fe-4f7e-9330-c0c5d30928c1",0,"3-1",5,3,5,3,NA,5,4,3,3,3,3,3,2,2,2,3,37,"laptop",0,"professional school",1,"Standard_Hindi",0,0
"60fc017d-b4ee-423c-9d56-6c2a06a3697a",1,"1-2",6,4,7,4,4,2,5,5,5,5,5,5,2,1,5,4,27,"desktop",0,"college",0,"English",0,0
"60fc017d-b4ee-423c-9d56-6c2a06a3697a",0,"1-1",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,27,"desktop",0,"college",0,"English",0,0
"6111a8de-8e09-451b-b8a9-ff41d2c985e8",0,"3-1",5,2,6,3,6,2,5,5,5,4,4,2,4,4,4,4,22,"laptop",0,"college",0,"English",0,0
"6111a8de-8e09-451b-b8a9-ff41d2c985e8",1,"3-2",5,1,7,3,5,1,5,5,5,6,6,7,2,4,3,4,22,"laptop",0,"college",0,"English",0,0
"61746fb4-9306-40b6-aeb3-31222f13e4bd",1,"1-1",5,5,1,7,3,3,3,3,5,5,5,3,3,3,3,3,21,"laptop",1,"high school",0,"English",0,1
"61746fb4-9306-40b6-aeb3-31222f13e4bd",0,"1-2",2,6,3,6,2,2,2,2,2,2,2,2,2,2,2,2,21,"laptop",1,"high school",0,"English",0,1
"618f8406-daaa-433d-aedb-3a72a9f3a947",0,"3-2",6,4,3,3,3,7,4,1,1,2,1,7,1,1,2,1,25,"desktop",0,"college",0,"English",0,0
"618f8406-daaa-433d-aedb-3a72a9f3a947",1,"3-1",6,3,2,3,5,1,5,5,5,5,6,6,2,1,2,3,25,"desktop",0,"college",0,"English",0,0
"61d89609-6242-4f26-b2cf-8a9f538a757b",1,"2-1",4,4,3,4,4,3,5,2,3,7,7,1,1,1,1,1,37,"smartphone",0,"graduate school",1,NA,0,0
"61d89609-6242-4f26-b2cf-8a9f538a757b",0,"2-2",4,4,3,4,4,3,5,4,3,5,4,4,1,1,1,1,37,"smartphone",0,"graduate school",1,NA,0,0
"621bf4fc-6499-4c5d-af7b-25ab04eeb70e",1,"2-1",7,7,7,4,5,1,6,6,6,6,6,6,6,5,7,6,24,"smartphone",0,"college",1,"English",0,0
"621bf4fc-6499-4c5d-af7b-25ab04eeb70e",0,"2-2",7,7,7,4,4,1,7,7,5,5,5,5,5,4,7,3,24,"smartphone",0,"college",1,"English",0,0
"638f2a54-a63f-43cb-bb8d-57d901598260",1,"2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"laptop",0,"graduate school",2,"English",0,0
"638f2a54-a63f-43cb-bb8d-57d901598260",0,"2-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"laptop",0,"graduate school",2,"English",0,0
"63bc2403-a08b-4c51-8b2c-01e6cbfd54d3",0,"3-2",5,5,5,5,4,5,5,3,4,4,3,3,4,4,4,4,21,"laptop",0,"college",1,"Chinese",0,0
"63bc2403-a08b-4c51-8b2c-01e6cbfd54d3",1,"3-1",5,4,5,3,5,4,5,3,5,5,5,5,3,3,3,4,21,"laptop",0,"college",1,"Chinese",0,0
"63cdd570-1369-4f2b-9090-d5b6255c51d2",0,"2-1",5,1,6,4,5,1,6,6,6,7,7,2,1,1,3,2,17,"smartphone",0,"high school",1,"English",0,0
"63cdd570-1369-4f2b-9090-d5b6255c51d2",1,"2-2",6,3,2,6,5,1,7,6,6,6,6,3,3,1,1,5,17,"smartphone",0,"high school",1,"English",0,0
"643a52f5-884d-44a3-8591-97c7af7f8357",0,"2-2",6,6,3,5,6,5,6,7,6,6,6,5,7,5,6,6,NA,"smartphone",0,"graduate school",1,NA,0,0
"643a52f5-884d-44a3-8591-97c7af7f8357",1,"2-1",6,5,5,5,6,5,6,6,6,6,6,6,5,5,5,5,NA,"smartphone",0,"graduate school",1,NA,0,0
"6487b006-6591-4302-b387-45b630b259e6",1,"2-1",4,5,3,5,3,3,5,3,3,3,3,3,3,3,3,3,39,"smartphone",0,"PhD",0,"English",0,0
"6487b006-6591-4302-b387-45b630b259e6",0,"2-2",5,3,3,4,4,2,4,4,4,4,4,2,4,3,3,3,39,"smartphone",0,"PhD",0,"English",0,0
"65856aa0-65ac-4bbe-835c-61ccafe631be",1,"1-1",6,2,2,2,4,1,6,6,6,7,7,5,4,2,2,5,33,"desktop",0,"college",0,"German",1,0
"65856aa0-65ac-4bbe-835c-61ccafe631be",0,"1-2",6,2,3,2,6,3,6,6,6,6,6,5,3,2,2,5,33,"desktop",0,"college",0,"German",1,0
"65ff8233-c35c-488c-a692-f140a8bc5f64",0,"1-2",6,1,NA,4,5,2,6,6,6,6,6,6,3,4,3,4,21,"desktop",0,"high school",0,"English",0,0
"65ff8233-c35c-488c-a692-f140a8bc5f64",1,"1-1",6,2,2,4,5,2,5,5,5,5,5,5,3,4,3,4,21,"desktop",0,"high school",0,"English",0,0
"692642eb-92da-4af7-b9c5-d9e588a1cbf1",0,"3-1",3,1,2,2,4,1,6,2,2,6,5,4,1,1,1,2,25,"laptop",0,"college",0,"English",0,0
"692642eb-92da-4af7-b9c5-d9e588a1cbf1",1,"3-2",6,1,7,1,6,1,7,1,2,7,7,7,1,1,1,1,25,"laptop",0,"college",0,"English",0,0
"6965965e-87b6-46cf-97e0-3b7960e277c1",0,"2-1",7,4,1,1,4,1,5,4,4,6,7,4,2,1,1,1,43,"desktop",0,"college",1,"English",0,0
"6965965e-87b6-46cf-97e0-3b7960e277c1",1,"2-2",4,1,1,1,4,1,6,3,3,5,5,1,1,1,1,1,43,"desktop",0,"college",1,"English",0,0
"69ca58fa-5eb3-4e00-8658-df2640b449f6",1,"3-1",6,2,3,2,6,1,7,6,6,7,7,7,3,3,4,6,22,"laptop",1,"high school",1,"English",0,1
"69ca58fa-5eb3-4e00-8658-df2640b449f6",0,"3-2",5,5,5,4,5,6,4,1,1,1,1,3,2,3,2,1,22,"laptop",1,"high school",1,"English",0,1
"6aa0c48e-1055-44d2-9d58-385715962733",1,"3-2",7,6,5,6,3,2,4,4,5,2,5,3,1,1,1,2,19,"laptop",2,"college",0,"English",0,1
"6aa0c48e-1055-44d2-9d58-385715962733",0,"3-1",4,7,5,4,2,7,3,2,2,2,1,2,1,1,2,1,19,"laptop",2,"college",0,"English",0,1
"6b68642b-ac9e-40c0-90d9-91bd6ffd92a9",1,"2-1",4,3,NA,4,3,2,4,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"6b68642b-ac9e-40c0-90d9-91bd6ffd92a9",0,"2-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6b74a260-9d07-49bc-9cfb-6fefbe9a718b",1,"1-1",5,1,1,3,5,1,6,1,5,7,7,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6b74a260-9d07-49bc-9cfb-6fefbe9a718b",0,"1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6e1bdd21-d51f-4497-a684-654edc44a6c9",1,"1-2",7,5,4,3,5,1,6,1,5,6,4,3,2,1,1,1,57,"laptop",0,"graduate school",0,"French",0,0
"6e1bdd21-d51f-4497-a684-654edc44a6c9",0,"1-1",6,2,6,2,6,1,6,3,4,5,2,2,2,1,1,1,57,"laptop",0,"graduate school",0,"French",0,0
"6fcb6412-d8d2-42f2-b80d-d820f1f57684",0,"3-1",5,5,3,6,4,6,4,4,3,4,4,3,2,4,3,4,50,"smartphone",2,"graduate school",1,"English",0,1
"6fcb6412-d8d2-42f2-b80d-d820f1f57684",1,"3-2",6,1,7,2,6,1,7,6,7,6,7,6,6,6,6,6,50,"smartphone",2,"graduate school",1,"English",0,1
"6fd65cf5-962a-4227-b24b-b2ef6f590a96",0,"1-2",3,5,5,6,5,2,5,2,4,5,6,7,2,4,1,1,27,"desktop",0,"college",2,"English",0,0
"6fd65cf5-962a-4227-b24b-b2ef6f590a96",1,"1-1",7,2,7,6,6,2,6,1,5,5,5,6,1,1,1,1,27,"desktop",0,"college",2,"English",0,0
"70d89d2f-00f4-4b1d-808e-ed50b71c3e5f",0,"1-2",5,2,3,4,7,2,7,7,7,7,7,7,6,6,5,6,14,"laptop",0,NA,1,"English",1,0
"70d89d2f-00f4-4b1d-808e-ed50b71c3e5f",1,"1-1",5,3,1,4,2,1,4,2,2,7,7,6,2,1,1,5,14,"laptop",0,NA,1,"English",1,0
"716744fa-dda1-4423-a78c-87e4633852b3",1,"2-2",7,2,5,6,7,2,7,6,6,6,6,6,3,3,2,2,50,"laptop",2,"graduate school",1,"English",0,1
"716744fa-dda1-4423-a78c-87e4633852b3",0,"2-1",6,6,6,4,5,5,5,5,6,NA,6,4,4,4,3,3,50,"laptop",2,"graduate school",1,"English",0,1
"7169ffc5-813b-4e4f-8e7f-9c59e92ec66b",1,"2-2",6,3,5,3,5,3,5,5,5,5,5,6,4,3,4,4,21,"laptop",1,"college",1,"English",0,1
"7169ffc5-813b-4e4f-8e7f-9c59e92ec66b",0,"2-1",6,3,5,3,5,5,5,5,5,5,5,5,5,5,5,4,21,"laptop",1,"college",1,"English",0,1
"71a4495b-b507-4fbb-b247-6be543b98550",1,"2-2",5,5,2,3,5,1,5,5,6,7,7,7,3,3,2,2,22,"laptop",0,"college",0,"Other",0,0
"71a4495b-b507-4fbb-b247-6be543b98550",0,"2-1",5,2,4,2,4,2,4,4,4,4,3,3,2,2,1,2,22,"laptop",0,"college",0,"Other",0,0
"71b78e79-1ccb-46c4-8424-f8d0622e5df5",1,"2-1",6,5,6,6,6,3,6,4,5,5,5,4,4,4,2,3,49,"smartphone",0,"professional school",1,"English",0,0
"71ebc1ad-ebc2-4c5d-bc77-e372bc1b0159",1,"1-1",7,1,4,1,7,1,7,2,6,6,6,6,2,3,1,1,25,"desktop",0,"college",0,"Italian",0,0
"71ebc1ad-ebc2-4c5d-bc77-e372bc1b0159",0,"1-2",7,2,6,1,7,1,7,NA,7,7,7,5,2,2,2,5,25,"desktop",0,"college",0,"Italian",0,0
"722b0462-7e9e-4278-8d36-9495f6928afb",1,"3-2",7,5,6,3,6,5,6,3,4,6,6,6,2,2,2,2,20,"laptop",0,"college",1,"English",0,0
"722b0462-7e9e-4278-8d36-9495f6928afb",0,"3-1",6,4,5,2,6,2,6,6,6,6,6,6,6,5,4,4,20,"laptop",0,"college",1,"English",0,0
"72deb366-7970-47c4-9c54-b58c17c8874c",0,"3-2",5,3,5,5,6,4,5,3,3,3,3,5,3,1,2,2,54,"laptop",0,"PhD",1,"English",0,0
"72deb366-7970-47c4-9c54-b58c17c8874c",1,"3-1",5,2,5,3,5,2,5,4,4,5,6,5,3,1,1,1,54,"laptop",0,"PhD",1,"English",0,0
"74103437-cefd-47b1-a905-d85399f681db",1,"3-1",5,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74103437-cefd-47b1-a905-d85399f681db",0,"3-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7426e023-5833-4949-b5c7-457d0e2a29d3",1,"2-2",4,6,2,6,4,1,3,2,2,4,4,3,1,1,1,3,16,"laptop",1,"high school",1,"English",0,1
"7426e023-5833-4949-b5c7-457d0e2a29d3",0,"2-1",3,6,2,6,3,3,2,5,4,2,2,2,1,1,2,3,16,"laptop",1,"high school",1,"English",0,1
"74a79217-122c-4027-92e4-05a4e5fb0b4c",1,"1-2",5,1,1,1,4,1,6,6,6,6,6,5,1,1,1,2,21,"laptop",0,"college",0,"English",0,0
"74a79217-122c-4027-92e4-05a4e5fb0b4c",0,"1-1",4,5,4,2,3,2,6,4,4,4,3,2,2,2,2,3,21,"laptop",0,"college",0,"English",0,0
"769bc77b-f052-4fc6-8516-94a46941667c",0,"3-1",5,2,4,2,5,2,6,4,5,5,5,3,3,2,2,2,50,"desktop",0,"graduate school",1,"English",0,0
"769bc77b-f052-4fc6-8516-94a46941667c",1,"3-2",6,4,5,4,4,2,5,4,5,5,6,5,3,3,3,2,50,"desktop",0,"graduate school",1,"English",0,0
"76d25023-7920-4e91-a62e-db630eb472c5",0,"2-1",6,4,4,6,4,3,5,5,5,4,4,4,4,4,4,4,22,"smartphone",0,"college",0,"English",0,0
"76d25023-7920-4e91-a62e-db630eb472c5",1,"2-2",6,4,3,4,6,3,5,5,5,5,5,4,3,3,3,3,22,"smartphone",0,"college",0,"English",0,0
"782f73ea-94da-45eb-9274-0dad9b5c69f3",1,"3-2",4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,29,NA,NA,NA,1,"English",0,NA
"786e8403-6cca-47f4-810f-b94ae3880816",0,"1-1",7,5,1,7,3,7,7,7,7,7,7,1,1,1,1,1,20,"smartphone",2,"high school",1,NA,0,1
"786e8403-6cca-47f4-810f-b94ae3880816",1,"1-2",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,"smartphone",2,"high school",1,NA,0,1
"78dae403-7187-4be7-86de-8a1543649957",0,"1-2",6,2,2,2,5,2,6,3,4,6,6,3,2,1,1,1,28,"laptop",0,"college",0,"English",0,0
"78dae403-7187-4be7-86de-8a1543649957",1,"1-1",7,1,1,2,5,1,6,1,1,7,7,7,1,1,1,1,28,"laptop",0,"college",0,"English",0,0
"790f5896-c569-4e73-b88b-b931b27dc799",1,"1-2",1,7,6,1,1,2,1,7,7,1,1,7,1,5,6,7,18,"smartphone",1,"high school",0,"Dutch",0,1
"790f5896-c569-4e73-b88b-b931b27dc799",0,"1-1",1,3,6,3,7,2,6,6,6,6,6,5,1,7,1,3,18,"smartphone",1,"high school",0,"Dutch",0,1
"79dcc136-af62-41a5-a697-40d9b8f68d3e",0,"1-1",5,5,4,5,3,6,3,5,5,5,5,5,5,4,4,4,16,"laptop",0,"high school",0,"English",0,0
"79dcc136-af62-41a5-a697-40d9b8f68d3e",1,"1-2",5,5,5,5,3,3,3,3,3,5,4,4,3,3,3,3,16,"laptop",0,"high school",0,"English",0,0
"7a5fe584-0426-4d55-b8b9-782fdd635a86",1,"1-1",6,2,7,1,5,1,5,3,6,7,7,7,3,2,5,5,22,"laptop",0,"high school",1,"Korean",0,0
"7a5fe584-0426-4d55-b8b9-782fdd635a86",0,"1-2",6,5,7,3,7,3,6,5,5,4,4,5,5,4,5,3,22,"laptop",0,"high school",1,"Korean",0,0
"7a8f85f2-03e4-4714-995d-c15403d9d38b",1,"2-1",6,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"laptop",0,"high school",0,"Finnish",0,0
"7a8f85f2-03e4-4714-995d-c15403d9d38b",0,"2-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"laptop",0,"high school",0,"Finnish",0,0
"7c57c624-9ceb-493f-a5a1-f4542209969f",1,"3-1",7,3,5,4,5,3,5,5,5,5,5,5,5,5,4,4,23,"desktop",0,"graduate school",0,"Other",0,0
"7c57c624-9ceb-493f-a5a1-f4542209969f",0,"3-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,"desktop",0,"graduate school",0,"Other",0,0
"7c73f8eb-7012-45e2-b6ad-2197ba40b925",0,"3-2",3,5,2,3,2,2,4,1,1,3,3,2,2,2,2,1,54,"desktop",2,"college",1,"English",0,1
"7c73f8eb-7012-45e2-b6ad-2197ba40b925",1,"3-1",7,6,7,2,6,1,7,5,6,6,6,5,2,2,2,2,54,"desktop",2,"college",1,"English",0,1
"7ddcdb33-a18f-47fd-8476-4e5b117b5f09",1,"1-1",6,6,7,6,5,3,5,3,4,6,7,5,2,1,1,1,21,"laptop",0,"college",1,"English",0,0
"7ddcdb33-a18f-47fd-8476-4e5b117b5f09",0,"1-2",5,2,4,3,6,4,6,5,6,6,5,4,3,2,2,2,21,"laptop",0,"college",1,"English",0,0
"7ddd2afe-d9fe-4533-b32a-056360bcb4c9",0,"3-2",5,2,5,5,4,6,5,1,3,4,4,5,2,1,1,2,21,"laptop",0,"college",1,"German",0,0
"7ddd2afe-d9fe-4533-b32a-056360bcb4c9",1,"3-1",6,5,4,3,4,1,4,3,4,5,5,5,3,1,3,4,21,"laptop",0,"college",1,"German",0,0
"7ea8c879-b9ea-448d-ad61-36a41f471bf3",1,"2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7fa2e751-17fa-4629-acde-ebf8dd8c3426",1,"2-2",4,4,4,7,3,3,3,3,3,4,4,4,4,4,4,4,56,"laptop",0,"college",1,"English",0,0
"801b0890-5265-4faf-95db-452ce047f74d",1,"3-1",7,1,7,1,7,1,7,6,7,7,7,5,5,5,4,4,27,"laptop",0,"college",1,"English",0,0
"801b0890-5265-4faf-95db-452ce047f74d",0,"3-2",7,5,5,2,2,7,3,2,2,2,2,2,3,3,2,2,27,"laptop",0,"college",1,"English",0,0
"80377a90-a6d3-4092-ad16-1615a6f024b2",0,"3-2",6,7,3,7,5,7,4,1,1,1,1,1,4,1,1,1,15,"smartphone",1,"high school",1,"English",0,1
"80377a90-a6d3-4092-ad16-1615a6f024b2",1,"3-1",7,1,4,2,7,1,7,7,7,7,7,7,7,7,7,7,15,"smartphone",1,"high school",1,"English",0,1
"8053404b-3274-4b36-a3ed-c3f4cff86dee",0,"2-2",7,1,7,1,7,1,7,7,7,7,7,7,2,1,7,1,28,"laptop",0,"college",0,"English",0,0
"8053404b-3274-4b36-a3ed-c3f4cff86dee",1,"2-1",3,1,1,7,2,1,5,1,4,7,NA,6,3,3,3,2,28,"laptop",0,"college",0,"English",0,0
"817abbbf-33b6-4f40-a3e1-e0b38753e896",1,"3-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817abbbf-33b6-4f40-a3e1-e0b38753e896",0,"3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8205439c-3064-403e-8fe9-b46a0c866470",1,"3-2",7,4,2,2,6,3,6,6,5,6,6,4,6,4,3,4,42,"smartphone",0,"college",1,"English",0,0
"8205439c-3064-403e-8fe9-b46a0c866470",0,"3-1",6,2,2,3,5,6,4,3,3,4,3,3,3,2,2,2,42,"smartphone",0,"college",1,"English",0,0
"828fc4a0-e2fb-4de1-93f7-f828fbdaf97e",1,"3-2",6,4,5,3,5,6,6,4,4,5,5,5,4,3,2,3,49,"laptop",0,"professional school",0,"English",0,0
"828fc4a0-e2fb-4de1-93f7-f828fbdaf97e",0,"3-1",5,5,5,4,5,3,5,3,3,3,3,4,4,3,3,NA,49,"laptop",0,"professional school",0,"English",0,0
"82997735-0e98-4a00-bcf1-f2f0aafb0705",1,"1-2",7,5,3,2,6,5,5,NA,4,5,5,5,3,3,3,3,40,"smartphone",0,"graduate school",1,"English",0,0
"82997735-0e98-4a00-bcf1-f2f0aafb0705",0,"1-1",6,3,5,3,5,3,6,5,6,5,5,5,3,3,3,4,40,"smartphone",0,"graduate school",1,"English",0,0
"832f42b1-7702-43bd-a55f-a71c4ad85b9e",0,"2-1",5,1,5,2,5,1,7,6,6,7,7,5,4,4,4,5,21,"laptop",0,"high school",1,"German",0,0
"832f42b1-7702-43bd-a55f-a71c4ad85b9e",1,"2-2",6,1,6,1,6,1,6,5,6,7,7,6,4,4,4,5,21,"laptop",0,"high school",1,"German",0,0
"840a40d4-fee9-48cc-a027-58628a5ca9e6",1,"2-2",4,7,7,7,4,3,3,1,1,1,1,7,2,1,1,1,20,"smartphone",1,"college",1,"English",0,1
"840a40d4-fee9-48cc-a027-58628a5ca9e6",0,"2-1",3,7,4,7,3,3,5,4,4,4,4,7,4,4,4,4,20,"smartphone",1,"college",1,"English",0,1
"84e4310e-79bb-469f-a212-a280f0defc2f",0,"3-2",7,1,7,3,4,5,3,3,3,3,3,3,3,3,3,2,49,"laptop",0,"graduate school",0,"English",0,0
"84e4310e-79bb-469f-a212-a280f0defc2f",1,"3-1",7,1,3,3,6,2,4,3,3,4,4,6,1,1,1,1,49,"laptop",0,"graduate school",0,"English",0,0
"8672882e-46f5-44a6-ac35-bfedb6323e69",0,"1-2",6,2,5,3,5,1,6,6,7,6,6,6,5,5,6,6,27,"desktop",0,"graduate school",1,"English",0,0
"8672882e-46f5-44a6-ac35-bfedb6323e69",1,"1-1",6,3,5,2,6,1,6,4,5,6,6,6,2,3,4,3,27,"desktop",0,"graduate school",1,"English",0,0
"86fc00ec-2ecf-4b13-b031-7de5b98c4716",1,"2-2",3,3,1,3,3,4,3,2,3,4,4,2,2,2,2,4,21,"smartphone",0,"college",1,"Dutch",0,0
"86fc00ec-2ecf-4b13-b031-7de5b98c4716",0,"2-1",2,4,2,4,NA,2,2,4,2,2,4,2,4,4,4,4,21,"smartphone",0,"college",1,"Dutch",0,0
"8711ed93-34d0-4b16-b713-b1ac804d7742",0,"1-1",5,6,4,6,6,5,3,6,6,5,6,3,5,3,3,5,27,"tablet",0,"college",1,"English",0,0
"8711ed93-34d0-4b16-b713-b1ac804d7742",1,"1-2",5,6,3,3,5,1,6,5,5,5,5,5,2,1,1,3,27,"tablet",0,"college",1,"English",0,0
"8716e0ad-f17c-4c46-97ed-2c9643a576b0",1,"1-1",6,2,2,2,2,2,6,4,5,7,7,7,2,2,2,2,62,"laptop",0,"college",0,"English",0,0
"8716e0ad-f17c-4c46-97ed-2c9643a576b0",0,"1-2",6,2,4,3,3,1,5,2,3,6,6,3,1,1,1,1,62,"laptop",0,"college",0,"English",0,0
"87ae871b-9380-42b1-8130-7914f969a239",1,"3-2",6,2,6,1,3,1,6,4,5,5,6,6,1,1,1,4,37,"smartphone",0,"professional school",1,"English",0,0
"87ae871b-9380-42b1-8130-7914f969a239",0,"3-1",6,6,4,3,5,6,4,3,3,2,1,4,3,1,2,2,37,"smartphone",0,"professional school",1,"English",0,0
